username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Nicholas robert odom,784916681290317824,"Denver, CO",2016-10-09 00:41:34,If Climate change is killing all these people suddenly we’d better figure it out. 😂,0,Twitter Web App,
Denver Post Opinion,56120584,"Denver, CO",2009-07-12 15:55:04,"Opinion: As winter warms in the Alps, skiing may become a thing of the past https://t.co/p6b66dToes",0,SocialFlow,
Jason Brucker,1250832521597612032,"Denver, CO, USA",2020-04-16 17:06:53,"Ibrahim Thiaw, Executive Secretary of the United Nations Convention to Combat Desertification, is featured in an ex… https://t.co/sO1yRXnAhI",0,Dynamic Signal,
Clinton O.,1591847527065583616,"Denver, CO",2022-11-13 17:36:59,"@joerichlaw Humans are the biggest cause of climate change, let’s nuke ourselves!",0,Twitter for iPhone,
Denver ACC,1352486040762769409,"Denver, CO",2021-01-22 05:19:46,Agriculture companies are investing millions of dollars to develop farming programs designed to capture more carbon… https://t.co/msFhfRanpa,2,Twitter Web App,
Rocky Mountain Wild,89330439,"Denver, CO",2009-11-12 00:45:40,"""King understood environmental justice before any of our scholar papers, and his influence is seen in the current c… https://t.co/NXe2BC5zWd",2,TweetDeck,
ES Organics,1308385578,"Denver, Co ",2013-03-27 19:34:07,5 Top Solutions To Climate Change | OUR GREAT MINDS - The OGM https://t.co/UX7fDX4YEB,0,dlvr.it,
The Sharpish Square,399775275,"Denver, CO",2011-10-28 01:04:03,@michaelshermer Huh? You think climate change would be fixed if only we could get poor people to stop burning cow 💩… https://t.co/N0Rzqgvcrw,0,Twitter for Android,
Jose A,82454036,"Denver, CO",2009-10-14 20:50:16,A snow hurricane. Nice one climate change https://t.co/x1rxL5EpQm,0,Twitter for iPhone,
AVYST - Simplifying Insurance Sales,4917692520,"Denver, CO",2016-02-16 21:03:10,"Changes are coming - ""Climate change, which has increased the frequency and severity of weather-related natural cat… https://t.co/c73fNRlA2Q",0,Twitter Web App,
joe p.,1417333299052105729,"Littleton, CO",2021-07-20 04:00:01,@PeterSweden7 Thats what happens when you listen to a little girl tell you about so called climate change 🙄,0,Twitter for Android,
Tony Van Bynen,19634262,Newmarket-Aurora,2009-01-28 03:39:59,"We are committed to achieving net-zero emissions by 2050. 

We are taking steps towards cutting down on vehicle emi… https://t.co/R2YgHPk5p5",0,Sprout Social,
Tom Sheldrick,89513817,Westminster,2009-11-12 19:01:16,Environmental groups Friends of the Earth &amp; South Lakes Action on Climate Change say they have (separately) filed l… https://t.co/5CdB2jjawk,0,Twitter Web App,
Shawn Lerch,814712925164224512,"Denver, CO",2016-12-30 06:01:12,"@PeterSweden7 Their answer to “Climate Change” is communism, that should tell you right away it’s all fake

Plus, t… https://t.co/noysOMDW5H",0,Twitter for iPhone,
Mike Pyett,954592800363851776,"Denver, CO",2018-01-20 05:53:53,Let's be honest. There is no such thing as global warming or climate change. There is NO SCIENCE to prove any of it… https://t.co/0BUqJR0gG8,0,Twitter for Android,
Jill_Samizdat,1455703108634304519,"Denver, CO",2021-11-03 01:08:13,@mermazingnik I thought leftists believed in Darwin survival theory?  Weak and stupid.  Ever see a strong masculine… https://t.co/ydrTtiyWDO,0,Twitter for iPhone,
Denver Republican🇺🇸🇺🇦 🐘🦅,1181640913572917248,"Denver, CO",2019-10-08 18:42:16,"@RefrmDemocracy @_Reaganite_ Yeah, I do understand. And I pointed that it isn’t driving climate change like you suggested. Just take the L",0,Twitter for iPhone,
Nathan Lawless,631120944,"Lakewood, CO",2012-07-09 12:13:31,"I don’t love all of the language and labeling here, but the facts regarding Asia &amp; India, and human nature surround… https://t.co/B3iBdAeMeb",0,Twitter for iPad,
Rocky Mountain Wild,89330439,"Denver, CO",2009-11-12 00:45:40,We have a direct action you can take to fight climate change while protecting both pikas and bison and their ecosys… https://t.co/6KRrdHgJZz,2,TweetDeck,
Patrick Fleming,3289326487,"Lakewood, CO",2015-07-24 02:38:28,"@RepAndyBiggsAZ Right, turn that baby up high. Climate change isn’t happening in Arizona! Waterless Hell with occas… https://t.co/QcwTr87aa9",0,Twitter for iPhone,
John Detton,2562131006,"Denver, CO",2014-06-11 21:37:43,@thelukemullen Climate change IS A HOAX.,0,Twitter Web App,
Robert V Bibbo,61502209,"Denver, CO",2009-07-30 14:33:29,@ScotMackRI Into 3rd yr of 46 no reforms visible. Border immigration should hve been a #1 priority. Climate Change… https://t.co/SP7X1u9sh6,0,Twitter for iPhone,
SergiXPlaid,1594435012577103872,"Colorado, USA",2022-11-20 20:59:22,"@Kriscilicious Wait until CA gets a major earthquake. It will be blamed on climate change. 😂 FL gets hurricanes, bu… https://t.co/gd34bBpCm0",0,Twitter for iPhone,
Bugaboo Boon,720688018051375104,"Greenwood Village, CO",2016-04-14 18:59:48,@SaltyCracker9 Ah ha! Klaus must be all caught up on his climate change vaccines. Poor baby!,0,Twitter for iPhone,
pastorGtorrez,919526052,"Denver, CO",2012-11-01 17:53:19,@GavinNewsom @POTUS Climate change though?,0,Twitter for Android,
J-Dawg,26433349,"Denver, CO",2009-03-25 04:51:07,"Can we blame it on climate change or does it always snow 10"" in CO in January? https://t.co/IdPhdg5f5d",0,Twitter for Android,
Brian T Hall,385156923,"Denver, CO",2011-10-05 00:06:37,"@MrMatthewTodd Bullshit, if everybody understood climate change was real we would not allow business to buy shit fr… https://t.co/SZlqLQOIAa",0,Twitter for Android,
Walt Rakowich,2978215125,"Denver, CO",2015-01-14 15:53:31,"In today's climate of constant and accelerating change, you need to lead with honesty, humility and heart. Download… https://t.co/IwKjatf3Yd",0,CoSchedule,
George Eakin,2894030352,"Westminster, CO",2014-11-08 19:35:33,"@jordanbpeterson Yes. Every time I breath in dirty air, smell the dirty rivers in our cities, look at all the trash… https://t.co/zuGBwDe7IC",0,Twitter for iPhone,
Griff. 🇺🇸,784872327569747968,"Littleton, CO",2016-10-08 21:45:19,"@LetsGoBrando45 Jordan Peterson said 2 years ago ""if you want to save the planet, you must make people as wealthy a… https://t.co/pHGK4NPVAJ",1,Twitter for Android,
Alesha,1252324904,Denver,2013-03-08 17:39:53,"Ron Johnson, WI, says climate change is “bullshit”. 
But warming temps due to climate change threaten WI’s agricult… https://t.co/M8laadNTT1",131,Twitter Web App,
who cares today,1538686887535296513,"Denver, CO",2022-06-20 00:55:47,"@MarikaSboros @healthbyjames Sounds just like climate change and global warming, Chris almighty. We have put up wit… https://t.co/qMdi2Wzdn4",0,Twitter for iPhone,
Dylaan Dowlati,2910838326,"Denver, CO",2014-11-26 11:56:20,"@MuskUniversity Elon, most people of the world love you for your innovations &amp; hard work, or at least I do &amp; think.… https://t.co/7mrkWqyHTZ",1,Twitter Web App,
Joe Salazar,888058627013177348,"Denver, CO",2017-07-20 15:30:50,"Never forget that those who knew in advance their acts would cause a global disaster and mass death, failed to turn… https://t.co/TBxbEr8G6m",3,Twitter for iPhone,
Brad Arkle,173578736,"Denver,Co.",2010-08-01 21:07:37,"@RonPaul Sir, climate change is something that occurs.  If arrogant humans think  they can do a damned thing about,… https://t.co/ynVrT4Xjf6",0,Twitter Web App,
Huzzah 🇪🇺🇺🇸 🏳️‍🌈 🇺🇦,1169389828326060032,"Denver, CO",2019-09-04 23:20:55,@GovofCO Not so fun fact is the huge parking lot ate the top and the massive road leading up to the only peak with… https://t.co/8QehKVIftA,0,Twitter Web App,
Brian T Hall,385156923,"Denver, CO",2011-10-05 00:06:37,"@ClownWorld_ This is an interesting tweet. she is mixing two completely different issues, climate change, &amp; abortio… https://t.co/DyD4LXo5LH",0,Twitter Web App,
The Denver Post,8216772,"Denver, CO",2007-08-16 04:20:09,"The time is right, said Denver City Councilman Jolon Clark, who supports a total electrification option. Climate ch… https://t.co/ddUetdfkCW",2,SocialFlow,
Alesha,1252324904,Denver,2013-03-08 17:39:53,"Climate change is resp for devastating effects!
You think GOP is motivated to protect the env? No! They're not even… https://t.co/WoPAyIeHAH",85,Twitter Web App,
hotguynerdtv,1396914698415747080,"Denver, CO",2021-05-24 19:45:12,So I’m the leading cause of climate change because I eat meat? Lol 😂,0,Twitter for iPhone,
Ted,1586031523932917764,"Denver, CO",2022-10-28 16:26:18,@elonmusk @ScottAdamsSays Climate change hysteria is just that. There are reasonable ways to reduce emissions and m… https://t.co/N7ipPPSPLE,0,Twitter for iPhone,
Courtney Beckham 🇰🇷🇺🇸🤍🇺🇦,24207469,"Denver, Colorado",2009-03-13 17:11:43,"If you think the world will be worth passing on to your kids and grandkids, reconsider. Even if ""climate change is… https://t.co/n7GbZLLnTh",0,Twitter for iPhone,
Nik’ld and Dimed,1347032936,"Denver, CO",2013-04-12 15:05:41,"Stolen from @ominouspositivitymemes .. it’s so applicable, especially in peak seasonal affective disorder times. Cl… https://t.co/qdmQJHnEZA",0,IFTTT,
BenExact,1081242101059387393,"Denver, CO",2019-01-04 17:33:00,Climate Change Could Worsen The Dangers Of Pediatric Diarrhea In The Global South https://t.co/Jy8BRrG17z https://t.co/ysOhD9GPWO,0,dlvr.it,
Christopher Lashley,1592355939381702661,"Denver, CO",2022-11-15 03:17:10,@OnceFast @MikeHudema Climate change is a religion. Plain and simple.,0,Twitter for iPhone,
NFT Marketing Partners,24229787,"Denver, CO",2009-03-13 19:08:30,How NFTs Could Save the Planet - Newsweek https://t.co/nWIvBGuxbM,0,dlvr.it,
Toshi Clark,116732540,Denver,2010-02-23 12:13:56,@RobertDFisher3 /climate change enters the chat,0,Twitter for iPhone,
Shawn Lerch,814712925164224512,"Denver, CO",2016-12-30 06:01:12,"@elonmusk @ScottAdamsSays It’s not a risk. We do not control the climate. Nuclear is the best way, start building n… https://t.co/NeH53YklHK",0,Twitter for iPhone,
drem81,820532798,"Denver, CO",2012-09-12 23:35:55,@Tesla is cheap right now. Purchasing a basic Y is less than most small SUV’s. Installing a Tesla wall unit.… https://t.co/J550mJH1FI,0,Twitter for iPhone,
drem81,820532798,"Denver, CO",2012-09-12 23:35:55,@Tesla is cheap right now. Purchasing a basic Y is less than most small SUV’s. Installing a Tesla wall unit. @elon… https://t.co/90JgbSFXPQ,0,Twitter for iPhone,
